names,scores,logfoldchanges,pvals,pvals_adj,is_TE
AluSc5:TE,-13.443158,-0.1296341,3.3771104240170747e-41,1.3181695297900411e-39,True
AluYc3:TE,-3.177237,-0.13939033,0.0014868545959635,0.0102306352751112,True
SVA_D:TE,-7.3692636,-0.14556268,1.7157278152573545e-13,2.8727687736802105e-12,True
AluYc:TE,-11.839446,-0.14820635,2.4405885700079722e-32,7.78682478466981e-31,True
SVA_B:TE,-2.9137034,-0.15501994,0.0035716894164875,0.0228495371248476,True
MER1B:TE,-4.486652,-0.1550204,7.235111228802394e-06,6.914189760942955e-05,True
MIR100HG,-8.731456,-0.17577633,2.514147706486362e-18,5.1897465191241494e-17,True
MIRLET7BHG,-4.4598556,-0.19031353,8.201498210871926e-06,7.798039504199801e-05,True
Tigger10:TE,-3.450826,-0.19778214,0.0005588738976486,0.004135144016206,True
AluSq10:TE,-8.874457,-0.20030625,7.027525864471764e-19,1.4790776600609166e-17,True
AluYj4:TE,-14.720037,-0.2127218,4.793953555888377e-49,2.156920271290796e-47,True
AluYb8:TE,-12.005222,-0.22743551,3.335650034683964e-33,1.0873423187898755e-31,True
AluYg6:TE,-4.9490776,-0.24809253,7.456608424483236e-07,7.868973532227655e-06,True
MIR325HG,-3.7934587,-0.38723284,0.0001485633528941,0.0011999654854165,True
MER41E:TE,-2.8595266,-0.43367776,0.0042427377041647,0.0266936323421962,True
MIR181A2HG,-2.6572585,-0.4384109,0.0078779010165633,0.0469782371136529,True
THEM4,-2.9508898,-0.4689524,0.0031685996133749,0.0205021014811588,True
MER85:TE,-2.8064477,-0.54149544,0.0050091031012975,0.0310341347975687,True
MIR181A1HG,-21.561182,-0.6047001,4.1585199956170384e-103,4.400856284094017e-101,True
MER57-int:TE,-11.781496,-0.87008256,4.86221394671009e-32,1.5382509491407556e-30,True
MER31B:TE,-18.185808,-0.9877264,6.686265655965842e-74,4.609076015826912e-72,True
