TE_family,names,scores,logfoldchanges,pvals,pvals_adj,bulk_TE,bulk_baseMean,bulk_log2FoldChange,bulk_pvalue,bulk_padj,is_TE,bulk_lfcSE,bulk_stat,bulk_TE_family,bulk_TE_class,bulk_significance,new_bulk_TE,new_bulk_baseMean,new_bulk_log2FoldChange,new_bulk_lfcSE,new_bulk_stat,new_bulk_pvalue,new_bulk_padj,new_bulk_TE_class,new_bulk_significance,_merge
Tigger2,Tigger2:TE,-3.9504094,-0.05627338,7.801759927753998e-05,0.0006538814685684,Tigger2:TcMar-Tigger:DNA,5927.15838746894,-0.026857329943241,0.558410068732599,0.995278921297154,True,0.0458939048728671,-0.585204724192456,TcMar-Tigger,DNA,Not Significant,Tigger2:TcMar-Tigger:DNA,5926.91538094434,-0.026929073251864,0.0457304865745556,-0.588864787344013,0.555951980808511,0.9962736297742,Tigger2,Not significant,both
Tigger1a_Mars,,,,,,,,,,,,,,,,,Tigger1a_Mars:TcMar-Tigger:DNA,31.899979463638,-0.0088300873686086,0.211555448584231,-0.0417388794649405,0.966706859622564,0.9962736297742,Tigger1a_Mars,Not significant,right_only
Tigger1a_Art,,,,,,,,,,,,,,,,,Tigger1a_Art:TcMar-Tigger:DNA,291.343322904828,0.0402233879850661,0.0881989759312672,0.456052777941684,0.648352026225223,0.9962736297742,Tigger1a_Art,Not significant,right_only
Tigger19b,Tigger19b:TE,2.9837198,0.06911447,0.0028476741233719,0.0186179781983783,Tigger19b:TcMar-Tigger:DNA,3533.66753019679,-0.0523132803715802,0.460348475239267,0.995278921297154,True,0.0708589766750389,-0.738273156434227,TcMar-Tigger,DNA,Not Significant,Tigger19b:TcMar-Tigger:DNA,3533.5535810443,-0.0523445581137627,0.070900882682205,-0.738277947093885,0.46034556466219,0.9962736297742,Tigger19b,Not significant,both
Tigger19a,,,,,,,,,,,,,,,,,Tigger19a:TcMar-Tigger:DNA,4354.07343671763,-0.0883616880888853,0.0923943471676817,-0.956353833298073,0.338893500715879,0.9962736297742,Tigger19a,Not significant,right_only
Tigger2a,Tigger2a:TE,5.842135,0.17853077,5.153599870169041e-09,6.568763532567027e-08,Tigger2a:TcMar-Tigger:DNA,6042.35747482544,-0.0261726427617726,0.643433295331317,0.995278921297154,True,0.0565401289258695,-0.462903839432129,TcMar-Tigger,DNA,Not Significant,Tigger2a:TcMar-Tigger:DNA,6042.11788113691,-0.0262457458086599,0.0564565508303155,-0.464883975777115,0.642014546407331,0.9962736297742,Tigger2a,Not significant,both
Tigger18a,Tigger18a:TE,6.9455066,0.26729643,3.771046996554742e-12,5.869436430940071e-11,Tigger18a:TcMar-Tigger:DNA,1025.89624299407,-0.0125304381062797,0.839570641602003,0.995278921297154,True,0.0618962178992318,-0.202442710258637,TcMar-Tigger,DNA,Not Significant,Tigger18a:TcMar-Tigger:DNA,1025.85102689865,-0.0126452423545181,0.0617282326867982,-0.20485346500488,0.837686613646101,0.9962736297742,Tigger18a,Not significant,both
Tigger17b,,,,,,,,,,,,,,,,,Tigger17b:TcMar-Tigger:DNA,50.6004955626152,-0.0314145193602387,0.188100681342814,-0.167009067356783,0.867362914410382,0.9962736297742,Tigger17b,Not significant,right_only
Tigger17a,Tigger17a:TE,5.098584,0.12338559,3.422036993917919e-07,3.719686142936819e-06,Tigger17a:TcMar-Tigger:DNA,3618.79402883792,-0.0425053930582468,0.257300162757352,0.995278921297154,True,0.0375225669101858,-1.1327954497353,TcMar-Tigger,DNA,Not Significant,Tigger17a:TcMar-Tigger:DNA,3618.63078691294,-0.0425487998268882,0.0372161876177383,-1.14328743889415,0.252919268528906,0.9962736297742,Tigger17a,Not significant,both
Tigger17,,,,,,,,,,,,,,,,,Tigger17:TcMar-Tigger:DNA,181.84388127628,-0.194145593691747,0.175781965959221,-1.10446821226693,0.269390085320185,0.9962736297742,Tigger17,Not significant,right_only
Tigger16b,,,,,,,,,,,,,,,,,Tigger16b:TcMar-Tigger:DNA,1067.57552998976,-0.0164573935824629,0.0863822224957922,-0.190518293081247,0.848903009897314,0.9962736297742,Tigger16b,Not significant,right_only
Tigger16a,,,,,,,,,,,,,,,,,Tigger16a:TcMar-Tigger:DNA,2408.88769874729,-0.0286994063355713,0.0819858738281357,-0.35005306396725,0.726298874535627,0.9962736297742,Tigger16a,Not significant,right_only
Tigger15a,Tigger15a:TE,8.179853,0.2077353,2.8418889533670027e-16,5.361768518107048e-15,Tigger15a:TcMar-Tigger:DNA,3586.41300123446,-0.0178277516540081,0.717336571376056,0.995278921297154,True,0.0492451185439887,-0.362020687148581,TcMar-Tigger,DNA,Not Significant,Tigger15a:TcMar-Tigger:DNA,3586.25372357139,-0.0178834632952558,0.049058914918926,-0.364530347334623,0.715462016505678,0.9962736297742,Tigger15a,Not significant,both
Tigger17c,,,,,,,,,,,,,,,,,Tigger17c:TcMar-Tigger:DNA,507.066497424185,0.0669974351988525,0.0578398739029702,1.15832609371253,0.246730986729286,0.9962736297742,Tigger17c,Not significant,right_only
Tigger2b_Pri,Tigger2b_Pri:TE,5.5026054,0.1520232,3.7421923412684895e-08,4.436749144647907e-07,Tigger2b_Pri:TcMar-Tigger:DNA,1682.77777371717,-0.149200825330256,0.0588982064495355,0.995278921297154,True,0.0789860162231563,-1.88895240530582,TcMar-Tigger,DNA,Not Significant,Tigger2b_Pri:TcMar-Tigger:DNA,1682.70740832023,-0.149294914894343,0.0789846975633701,-1.89017517949679,0.0587345350710207,0.9962736297742,Tigger2b_Pri,Not significant,both
Tigger3,Tigger3:TE,3.2840173,0.04826503,0.0010233864503481,0.007243966030432,Tigger3:TcMar-Tigger:DNA,762.447955353649,-0.072634375524686,0.170668639464645,0.995278921297154,True,0.0530155283553159,-1.37005850508331,TcMar-Tigger,DNA,Not Significant,Tigger3:TcMar-Tigger:DNA,762.415028447444,-0.0727305713607064,0.0527371078560161,-1.37911566101192,0.167859095952992,0.9962736297742,Tigger3,Not significant,both
Tigger3a,,,,,,,,,,,,,,,,,Tigger3a:TcMar-Tigger:DNA,4367.85465452849,-0.0937319470143452,0.0482692186510744,-1.94185755712992,0.0521543467389226,0.9962736297742,Tigger3a,Not significant,right_only
UCON1,,,,,,,,,,,,,,,,,UCON1:UCON1:Unknown,116.17004868994,0.0462645414343557,0.217335784799457,0.21287125577155,0.831427383101874,0.9962736297742,UCON1,Not significant,right_only
Tigger9b,Tigger9b:TE,3.0507317,0.25317183,0.0022828447764518,0.015159279663336,Tigger9b:TcMar-Tigger:DNA,1450.53553504215,-0.0247060130957972,0.649973531009864,0.995278921297154,True,0.0544426391012789,-0.453798961689511,TcMar-Tigger,DNA,Not Significant,Tigger9b:TcMar-Tigger:DNA,1450.46788482345,-0.024837042358021,0.0542210896136524,-0.458069775708957,0.646902312421967,0.9962736297742,Tigger9b,Not significant,both
Tigger9a,,,,,,,,,,,,,,,,,Tigger9a:TcMar-Tigger:DNA,1009.21421885364,-0.0235781320294446,0.0596137727987311,-0.395514843676301,0.69246296910001,0.9962736297742,Tigger9a,Not significant,right_only
Tigger8,Tigger8:TE,3.7466576,0.13111085,0.0001792063749953,0.0014305571316027,Tigger8:TcMar-Tigger:DNA,1139.54748735041,-0.138206074044819,0.109763386847128,0.995278921297154,True,0.0864188971640168,-1.59925755338573,TcMar-Tigger,DNA,Not Significant,Tigger8:TcMar-Tigger:DNA,1139.5110746201,-0.138250838955113,0.0864950607708318,-1.59836686306756,0.109961354819255,0.9962736297742,Tigger8,Not significant,both
Tigger7,,,,,,,,,,,,,,,,,Tigger7:TcMar-Tigger:DNA,3512.10377854739,-0.0935950516015641,0.0935563115858733,-1.00041408233217,0.317110157748372,0.9962736297742,Tigger7,Not significant,right_only
Tigger6b,,,,,,,,,,,,,,,,,Tigger6b:TcMar-Tigger:DNA,126.274532391521,0.0195248777378656,0.111944435954048,0.174415794509702,0.861538702341903,0.9962736297742,Tigger6b,Not significant,right_only
Tigger6a,,,,,,,,,,,,,,,,,Tigger6a:TcMar-Tigger:DNA,896.729542872944,-0.130328945076342,0.0814194383501628,-1.60071044110908,0.109441067512321,0.9962736297742,Tigger6a,Not significant,right_only
Tigger5b,,,,,,,,,,,,,,,,,Tigger5b:TcMar-Tigger:DNA,895.914968428519,0.014203959913393,0.0530737368599062,0.267626904638086,0.788986519259293,0.9962736297742,Tigger5b,Not significant,right_only
Tigger5,,,,,,,,,,,,,,,,,Tigger5:TcMar-Tigger:DNA,404.094344588537,0.0448581937619387,0.0845027029176115,0.530849217990986,0.595523270412508,0.9962736297742,Tigger5,Not significant,right_only
Tigger4b,Tigger4b:TE,3.1658955,0.0672515,0.001546063159807,0.0106016263445128,Tigger4b:TcMar-Tigger:DNA,2119.44774473878,-0.0796300614676066,0.211428015671029,0.995278921297154,True,0.0637219730684561,-1.24964839651247,TcMar-Tigger,DNA,Not Significant,Tigger4b:TcMar-Tigger:DNA,2119.37030575599,-0.0796948858295632,0.0636722323005034,-1.25164271692942,0.21070008179479,0.9962736297742,Tigger4b,Not significant,both
Tigger4a,,,,,,,,,,,,,,,,,Tigger4a:TcMar-Tigger:DNA,2333.65049030871,-0.0682695447763825,0.0811487668649653,-0.841288751682274,0.400186190582844,0.9962736297742,Tigger4a,Not significant,right_only
Tigger4,Tigger4:TE,13.453203,0.3722638,2.94817742935254e-41,1.1522428171546238e-39,Tigger4:TcMar-Tigger:DNA,1491.73301319644,-0.0452163272239866,0.516190533649923,0.995278921297154,True,0.0696462186478233,-0.649228746396553,TcMar-Tigger,DNA,Not Significant,Tigger4:TcMar-Tigger:DNA,1491.65181234521,-0.0453113863882916,0.0694989953740375,-0.651971818361255,0.514419352659702,0.9962736297742,Tigger4,Not significant,both
Tigger3d,,,,,,,,,,,,,,,,,Tigger3d:TcMar-Tigger:DNA,203.441036393418,-0.0419503732362396,0.095010600389147,-0.441533608507031,0.658826736158354,0.9962736297742,Tigger3d,Not significant,right_only
Tigger3c,,,,,,,,,,,,,,,,,Tigger3c:TcMar-Tigger:DNA,1678.968468559,-0.0471851123527504,0.0566810147334208,-0.832467671488752,0.405145018663808,0.9962736297742,Tigger3c,Not significant,right_only
Tigger3b,,,,,,,,,,,,,,,,,Tigger3b:TcMar-Tigger:DNA,7697.02908845085,-0.0977161131844832,0.0530616385836806,-1.84155853065827,0.0655397516453791,0.9962736297742,Tigger3b,Not significant,right_only
UCON41,,,,,,,,,,,,,,,,,UCON41:UCON41:Unknown,17.9112178921178,-0.0584283779926964,0.263725732556879,-0.22154977986494,0.824664380714576,0.9962736297742,UCON41,Not significant,right_only
Tigger14a,,,,,,,,,,,,,,,,,Tigger14a:TcMar-Tigger:DNA,1210.91848907593,-0.067211793495933,0.0705678071221055,-0.952442710592303,0.340872507371249,0.9962736297742,Tigger14a,Not significant,right_only
UCON43,,,,,,,,,,,,,,,,,UCON43:UCON43:Unknown,14.4885643161859,0.259177014514338,0.26951059428986,0.961657983046083,0.336221434938169,0.9962736297742,UCON43,Not significant,right_only
UCON46,,,,,,,,,,,,,,,,,UCON46:UCON46:Unknown,22.4438253954098,0.224019070633383,0.29227909893143,0.766456005415354,0.443405019701426,0.9962736297742,UCON46,Not significant,right_only
UCON93,,,,,,,,,,,,,,,,,UCON93:UCON93:Unknown,4.81864267005137,0.0218164669907538,0.571385638516106,0.0381816859230333,0.96954282276399,0.9962736297742,UCON93,Not significant,right_only
UCON92,,,,,,,,,,,,,,,,,UCON92:UCON92:Unknown,7.98501052664559,0.348966422099487,0.407728044744048,0.855880351126084,0.392063964406115,0.9962736297742,UCON92,Not significant,right_only
UCON9,,,,,,,,,,,,,,,,,UCON9:UCON9:Unknown,51.2423683601084,0.022219953729919,0.196056279857095,0.113334567737973,0.909765312691109,0.9962736297742,UCON9,Not significant,right_only
UCON89,,,,,,,,,,,,,,,,,UCON89:hAT:DNA,65.2403651122058,0.0098411458568258,0.251661392491822,0.0391047103386969,0.968806905536181,0.9962736297742,UCON89,Not significant,right_only
UCON88,,,,,,,,,,,,,,,,,UCON88:UCON88:Unknown,4.64574622548713,-0.1557965464929,0.61463199508027,-0.253479395377966,0.799897781473278,0.9962736297742,UCON88,Not significant,right_only
UCON87,,,,,,,,,,,,,,,,,UCON87:UCON87:Unknown,4.55068169271229,-0.222124785207121,0.527572425469399,-0.421031832756402,0.673731837158738,0.9962736297742,UCON87,Not significant,right_only
UCON94,,,,,,,,,,,,,,,,,UCON94:UCON94:Unknown,5.95873762106787,0.331278293143761,0.446788294867058,0.74146591786236,0.458410989381677,0.9962736297742,UCON94,Not significant,right_only
UCON86,,,,,,,,,,,,,,,,,UCON86:L2:LINE,140.617319150542,-0.0860072113737062,0.117671250629359,-0.730910999192247,0.464833517152103,0.9962736297742,UCON86,Not significant,right_only
UCON84,,,,,,,,,,,,,,,,,UCON84:UCON84:Unknown,55.4603022010318,-0.13450750725275,0.148938250604827,-0.903109219468639,0.366467931397703,0.9962736297742,UCON84,Not significant,right_only
UCON83,,,,,,,,,,,,,,,,,UCON83:SINE:SINE?,2.69132188338212,0.376167465984762,0.649367918510128,0.57928249188506,0.562398577141378,0.9962736297742,UCON83,Not significant,right_only
UCON82,,,,,,,,,,,,,,,,,UCON82:UCON82:Unknown,16.1685621721031,0.0854980701920528,0.315396548079594,0.271081185614233,0.786328591689832,0.9962736297742,UCON82,Not significant,right_only
UCON81,,,,,,,,,,,,,,,,,UCON81:hAT-Charlie:DNA,28.9096896905703,-0.248980713035798,0.291488083524923,-0.854171155214685,0.393010162933624,0.9962736297742,UCON81,Not significant,right_only
UCON80_AMi,,,,,,,,,,,,,,,,,UCON80_AMi:UCON80_AMi:Unknown,125.070552925007,-0.0885695347200156,0.134813256629831,-0.656979416818102,0.5111941514681,0.9962736297742,UCON80_AMi,Not significant,right_only
UCON80,,,,,,,,,,,,,,,,,UCON80:hAT:DNA,163.188621471017,-0.0944872828836776,0.318516416819652,-0.296648078071208,0.766735201137002,0.9962736297742,UCON80,Not significant,right_only
UCON85,,,,,,,,,,,,,,,,,UCON85:UCON85:Unknown,11.7463674378774,-0.0922648193224399,0.307810486352455,-0.299745536338853,0.764371261708525,0.9962736297742,UCON85,Not significant,right_only
UCON8,,,,,,,,,,,,,,,,,UCON8:DNA:DNA,204.076998649242,0.256121174030407,0.113140261523309,2.26374917807346,0.0235895459220164,0.9962736297742,UCON8,Not significant,right_only
UCON96,,,,,,,,,,,,,,,,,UCON96:UCON96:Unknown,4.94803480742307,-0.311509637395046,0.502594861821398,-0.619802670218589,0.53538771048272,0.9962736297742,UCON96,Not significant,right_only
UCON99,,,,,,,,,,,,,,,,,UCON99:DNA:DNA,12.9944796162768,0.169217228006553,0.300710034522089,0.562725578065548,0.573621764223482,0.9962736297742,UCON99,Not significant,right_only
Zaphod3,,,,,,,,,,,,,,,,,Zaphod3:hAT-Tip100:DNA,475.070687662675,-0.0101670779218758,0.0812978537082169,-0.125059610532476,0.900476358325038,0.9962736297742,Zaphod3,Not significant,right_only
Zaphod2,,,,,,,,,,,,,,,,,Zaphod2:hAT-Tip100:DNA,345.172775010552,-0.0387546320841782,0.11467964623087,-0.337938190061717,0.735409767311192,0.9962736297742,Zaphod2,Not significant,right_only
Zaphod,,,,,,,,,,,,,,,,,Zaphod:hAT-Tip100:DNA,750.307894122324,0.0476268301459038,0.0627724718228351,0.758721598224181,0.448019114038103,0.9962736297742,Zaphod,Not significant,right_only
X9_LINE,,,,,,,,,,,,,,,,,X9_LINE:L1:LINE,1309.37308149192,-0.101089553089293,0.243059464293011,-0.415904615701069,0.677479801851783,0.9962736297742,X9_LINE,Not significant,right_only
X8_LINE,,,,,,,,,,,,,,,,,X8_LINE:CR1:LINE,109.668777805911,0.0065118193242941,0.114917663071365,0.0566650865520147,0.954811986203488,0.9962736297742,X8_LINE,Not significant,right_only
X7D_LINE,,,,,,,,,,,,,,,,,X7D_LINE:CR1:LINE,17.4783353335894,-0.477538972486715,0.328747701068556,-1.45260018833449,0.146334793749536,0.9962736297742,X7D_LINE,Not significant,right_only
UCON97,,,,,,,,,,,,,,,,,UCON97:DNA:DNA,18.4720385197021,-0.0468845532014207,0.233083419304237,-0.201149242367273,0.840581878943594,0.9962736297742,UCON97,Not significant,right_only
X7C_LINE,,,,,,,,,,,,,,,,,X7C_LINE:CR1:LINE,219.443522775179,0.055368772939783,0.0905863721623952,0.611226298372152,0.541049775478192,0.9962736297742,X7C_LINE,Not significant,right_only
X7A_LINE,,,,,,,,,,,,,,,,,X7A_LINE:CR1:LINE,339.752307067761,-0.0187737346218977,0.071545873400278,-0.262401361946679,0.793012022778234,0.9962736297742,X7A_LINE,Not significant,right_only
X6B_LINE,,,,,,,,,,,,,,,,,X6B_LINE:CR1:LINE,655.168573306744,-0.0983833692070074,0.105919039166567,-0.928854434303268,0.352964529773603,0.9962736297742,X6B_LINE,Not significant,right_only
X6A_LINE,,,,,,,,,,,,,,,,,X6A_LINE:CR1:LINE,842.136439771521,0.0690022354966491,0.085442103336516,0.807590553159512,0.419326326766676,0.9962736297742,X6A_LINE,Not significant,right_only
X5B_LINE,,,,,,,,,,,,,,,,,X5B_LINE:CR1:LINE,35.8728919375062,0.0134836665190489,0.185213743984629,0.0728005720794021,0.941964815713026,0.9962736297742,X5B_LINE,Not significant,right_only
X2_LINE,,,,,,,,,,,,,,,,,X2_LINE:CR1:LINE,134.234508243613,-0.169171329872933,0.126179104047244,-1.34072381596236,0.180010139145037,0.9962736297742,X2_LINE,Not significant,right_only
X1_LINE,,,,,,,,,,,,,,,,,X1_LINE:CR1:LINE,37.0972952627223,0.255385916488874,0.232683849786882,1.09756614703936,0.272393981969186,0.9962736297742,X1_LINE,Not significant,right_only
X7B_LINE,,,,,,,,,,,,,,,,,X7B_LINE:CR1:LINE,425.157026397354,0.013547759803935,0.078235328159996,0.173166779287089,0.862520335405802,0.9962736297742,X7B_LINE,Not significant,right_only
UCON79,,,,,,,,,,,,,,,,,UCON79:DNA:DNA?,18.3407622976429,0.358729317622797,0.29042603539763,1.23518305489262,0.2167623842541,0.9962736297742,UCON79,Not significant,right_only
UCON78,,,,,,,,,,,,,,,,,UCON78:DNA:DNA,131.683156990163,0.0829515178387333,0.122329456169089,0.678099293796208,0.497708738474609,0.9962736297742,UCON78,Not significant,right_only
UCON77,,,,,,,,,,,,,,,,,UCON77:UCON77:Unknown,41.2791983736649,0.0953819274965358,0.189489564500611,0.503362429207696,0.614709481530331,0.9962736297742,UCON77,Not significant,right_only
UCON6,,,,,,,,,,,,,,,,,UCON6:UCON6:Unknown,240.681533049269,-0.0489364003625793,0.112614714833589,-0.434547123214696,0.663891183067391,0.9962736297742,UCON6,Not significant,right_only
UCON59,,,,,,,,,,,,,,,,,UCON59:UCON59:Unknown,23.3491317025412,0.106317841047765,0.214239911478597,0.496255997839072,0.619713807060235,0.9962736297742,UCON59,Not significant,right_only
UCON58,,,,,,,,,,,,,,,,,UCON58:UCON58:Unknown,5.29223011601746,0.553505663977623,0.613204397866375,0.902644641661946,0.366714525659302,0.9962736297742,UCON58,Not significant,right_only
UCON57,,,,,,,,,,,,,,,,,UCON57:UCON57:Unknown,1.85390901056538,-0.639322344581686,0.715036290835032,-0.894111743384484,0.37126210669959,0.9962736297742,UCON57,Not significant,right_only
UCON56,,,,,,,,,,,,,,,,,UCON56:UCON56:Unknown,2.61544041388837,1.3991141763979,0.756684728436771,1.84900543623805,0.0644570277479679,0.9962736297742,UCON56,Not significant,right_only
UCON55,,,,,,,,,,,,,,,,,UCON55:TcMar-Tigger:DNA,306.209919328075,-0.0567711585051915,0.108490875129143,-0.523280491908776,0.600779074524666,0.9962736297742,UCON55,Not significant,right_only
UCON60,,,,,,,,,,,,,,,,,UCON60:UCON60:Unknown,46.523801601902,-0.037447857038961,0.194095452897502,-0.192935261903001,0.847009668815873,0.9962736297742,UCON60,Not significant,right_only
UCON54,,,,,,,,,,,,,,,,,UCON54:UCON54:Unknown,60.7678380776158,-0.231390559952322,0.192139814084198,-1.20428221009376,0.228480520250356,0.9962736297742,UCON54,Not significant,right_only
UCON51,,,,,,,,,,,,,,,,,UCON51:LTR:LTR?,161.176295048089,-0.117106585628995,0.298938161843245,-0.39174184020842,0.695248971872295,0.9962736297742,UCON51,Not significant,right_only
UCON50,,,,,,,,,,,,,,,,,UCON50:UCON50:Unknown,27.99184096375,-0.0240518996254631,0.293353169575518,-0.0819895679336487,0.934655009108501,0.9962736297742,UCON50,Not significant,right_only
UCON5,,,,,,,,,,,,,,,,,UCON5:UCON5:Unknown,77.136083085202,0.106743495207406,0.228743380089246,0.466651735083039,0.640749066386152,0.9962736297742,UCON5,Not significant,right_only
UCON49,,,,,,,,,,,,,,,,,UCON49:L2:LINE,149.993730447551,0.0518359780112502,0.128087136524726,0.404693081738493,0.685703128142723,0.9962736297742,UCON49,Not significant,right_only
UCON48,,,,,,,,,,,,,,,,,UCON48:UCON48:Unknown,22.506299614701,0.592802644009651,0.235083055234827,2.52167321637663,0.0116798155297004,0.9962736297742,UCON48,Not significant,right_only
UCON47,,,,,,,,,,,,,,,,,UCON47:UCON47:Unknown,33.6978092381052,0.105658212111797,0.21842281232692,0.483732495640863,0.628575728034504,0.9962736297742,UCON47,Not significant,right_only
UCON53,,,,,,,,,,,,,,,,,UCON53:UCON53:Unknown,45.4253938000848,0.160768264140181,0.176973148749197,0.908433088728158,0.363649450398967,0.9962736297742,UCON53,Not significant,right_only
UCON61,,,,,,,,,,,,,,,,,UCON61:UCON61:Unknown,5.66952159582603,0.097725539176433,0.458957020747761,0.21292960943753,0.831381866937023,0.9962736297742,UCON61,Not significant,right_only
UCON62,,,,,,,,,,,,,,,,,UCON62:DNA:DNA?,6.30237391262105,-0.270976416936626,0.422502733457634,-0.641360151019704,0.521288716882587,0.9962736297742,UCON62,Not significant,right_only
UCON63,,,,,,,,,,,,,,,,,UCON63:UCON63:Unknown,4.53849003585846,-0.742772778701864,0.590965897402099,-1.25687925812151,0.208797360365898,0.9962736297742,UCON63,Not significant,right_only
UCON76,,,,,,,,,,,,,,,,,UCON76:UCON76:Unknown,25.0553675791769,0.270835687040847,0.247354231854491,1.09493047687241,0.273547095852237,0.9962736297742,UCON76,Not significant,right_only
UCON75,,,,,,,,,,,,,,,,,UCON75:UCON75:Unknown,21.8634648615412,0.104456622354744,0.300524026333561,0.347581601475031,0.728154425625713,0.9962736297742,UCON75,Not significant,right_only
UCON74,,,,,,,,,,,,,,,,,UCON74:DNA:DNA?,186.737181471172,-0.0788973015481621,0.0978516854356859,-0.80629476331318,0.420072909249991,0.9962736297742,UCON74,Not significant,right_only
UCON73,,,,,,,,,,,,,,,,,UCON73:UCON73:Unknown,61.9486300747976,-0.168357062515226,0.144328164687751,-1.16648793310343,0.243417224567063,0.9962736297742,UCON73,Not significant,right_only
UCON72,,,,,,,,,,,,,,,,,UCON72:UCON72:Unknown,39.9098323797863,0.0757694076103411,0.216940650523195,0.349263300481529,0.726891647649104,0.9962736297742,UCON72,Not significant,right_only
UCON71_Crp,,,,,,,,,,,,,,,,,UCON71_Crp:UCON71_Crp:Unknown,203.008211448603,0.115788523609347,0.125518841451583,0.922479225192743,0.356278661800208,0.9962736297742,UCON71_Crp,Not significant,right_only
UCON71,,,,,,,,,,,,,,,,,UCON71:UCON71:Unknown,3.55241891429042,-0.148921225909523,0.583055975948159,-0.255414972237184,0.798402608027736,0.9962736297742,UCON71,Not significant,right_only
UCON70,,,,,,,,,,,,,,,,,UCON70:UCON70:Unknown,180.599787477526,-0.0861173204106561,0.2099844694419,-0.410112808054519,0.681723197606936,0.9962736297742,UCON70,Not significant,right_only
UCON7,,,,,,,,,,,,,,,,,UCON7:DNA:DNA?,30.7089866897947,0.196340282508942,0.205803631859824,0.954017578478266,0.340074744460084,0.9962736297742,UCON7,Not significant,right_only
UCON69,,,,,,,,,,,,,,,,,UCON69:hAT:DNA,32.8655777707605,0.0801086633441856,0.213729188104991,0.374813866343952,0.707798900981348,0.9962736297742,UCON69,Not significant,right_only
UCON68,,,,,,,,,,,,,,,,,UCON68:UCON68:Unknown,8.66318173383145,-0.386439703277351,0.378284935024621,-1.02155721123866,0.306990518175068,0.9962736297742,UCON68,Not significant,right_only
UCON67,,,,,,,,,,,,,,,,,UCON67:UCON67:Unknown,1.42298975776363,-0.482414802453508,0.950201069527867,-0.507697599933463,0.611665431854419,0.9962736297742,UCON67,Not significant,right_only
UCON66,,,,,,,,,,,,,,,,,UCON66:UCON66:Unknown,15.6557692432097,-0.0579255201526539,0.269878308250696,-0.214635702024801,0.830051356389594,0.9962736297742,UCON66,Not significant,right_only
UCON65,,,,,,,,,,,,,,,,,UCON65:UCON65:Unknown,7.17912050469852,0.529794824146199,0.467206901294825,1.13396189713362,0.256810531265054,0.9962736297742,UCON65,Not significant,right_only
UCON64,,,,,,,,,,,,,,,,,UCON64:UCON64:Unknown,29.0223619407815,-0.161542074953605,0.202000809065514,-0.799710039286098,0.423878814990013,0.9962736297742,UCON64,Not significant,right_only
UCON44,,,,,,,,,,,,,,,,,UCON44:UCON44:Unknown,71.097704488114,-0.154987192363882,0.226376151024801,-0.684644524885936,0.493568263297965,0.9962736297742,UCON44,Not significant,right_only
Tigger13a,Tigger13a:TE,-4.4081836,-0.12795933,1.0424109737397724e-05,9.790519317421515e-05,Tigger13a:TcMar-Tigger:DNA,3904.4706409371,-0.0879628272173781,0.113325863116063,0.995278921297154,True,0.0555524437937849,-1.58341957995409,TcMar-Tigger,DNA,Not Significant,Tigger13a:TcMar-Tigger:DNA,3904.30130099219,-0.0880536216739372,0.0554149438265283,-1.58898693373364,0.112063342671361,0.9962736297742,Tigger13a,Not significant,both
Tigger12c,,,,,,,,,,,,,,,,,Tigger12c:TcMar-Tigger:DNA,727.290300867849,-0.0342834636659345,0.0672633191264123,-0.509690335106766,0.610268425117899,0.9962736297742,Tigger12c,Not significant,right_only
Tigger12A,,,,,,,,,,,,,,,,,Tigger12A:TcMar-Tigger:DNA,478.704433095981,-0.0433750734939563,0.0669209242344503,-0.64815413101583,0.516885265830304,0.9962736297742,Tigger12A,Not significant,right_only
MLT2E,,,,,,,,,,,,,,,,,MLT2E:ERVL:LTR,367.17421406413,-0.0283243455275696,0.0886898454741949,-0.319364019365789,0.749450491731238,0.9962736297742,MLT2E,Not significant,right_only
MLT2D,,,,,,,,,,,,,,,,,MLT2D:ERVL:LTR,3269.33782396994,0.010581621522816,0.0410928456259595,0.25750520222263,0.796788799888536,0.9962736297742,MLT2D,Not significant,right_only
MLT2C2,,,,,,,,,,,,,,,,,MLT2C2:ERVL:LTR,906.749520166299,-0.0190923793433219,0.052478489382051,-0.36381343228702,0.715997331525966,0.9962736297742,MLT2C2,Not significant,right_only
MLT2C1,,,,,,,,,,,,,,,,,MLT2C1:ERVL:LTR,2107.27782686243,0.0123311303315768,0.0371368842189743,0.332045366511293,0.739855002952596,0.9962736297742,MLT2C1,Not significant,right_only
MLT2B5,,,,,,,,,,,,,,,,,MLT2B5:ERVL:LTR,246.473242111707,0.167054041090827,0.123881605176462,1.34849755016387,0.177498407588548,0.9962736297742,MLT2B5,Not significant,right_only
MLT2B4,MLT2B4:TE,6.721161,0.34129453,1.8028236464776395e-11,2.713263129438431e-10,MLT2B4:ERVL:LTR,4006.41506002172,0.0441131546586587,0.368394952882341,0.995278921297154,True,0.0490427380592857,0.899483927780135,ERVL,LTR,Not Significant,MLT2B4:ERVL:LTR,4006.24204031771,0.0440236157794553,0.0488694868523388,0.900840557472489,0.367673100012397,0.9962736297742,MLT2B4,Not significant,both
MLT2F,,,,,,,,,,,,,,,,,MLT2F:ERVL:LTR,1573.49537800914,-0.0045003215210238,0.107889591392057,-0.041712286263744,0.966728059464466,0.9962736297742,MLT2F,Not significant,right_only
