TE_name,scTE_logFC,scTE_pval,scTE_padj,soloTE_logFC,soloTE_pval,soloTE_padj,TE_family,TE_class,_merge,scTE_significant,soloTE_significant,scTE_direction,soloTE_direction,agreement,logFC_pearson_r,logFC_spearman_r
LTR9,0.060212262,0.0010230824296588,0.0288077021575523,0.051983103,0.0075421415042531,0.0166850640624703,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR90A,0.17807162,0.0002124095038178,0.0071894477707691,0.18539938,0.000176133255143,0.000568239430283,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
LTR90B,0.031443585,0.0113680961447815,0.2222916952455394,0.037224196,0.0164604276147753,0.0334767420908376,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
LTR91,0.23418249,0.0030783336456177,0.0740632416403987,0.24269697,0.0023629825862626,0.005956914240718,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
LTR9A1,-0.08757482,0.8241673311318114,1.0,-0.10379419,0.2687826702056106,0.3788822035148009,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR9B,-0.056040175,0.9129216960522012,1.0,-0.029094119,0.9855818650496834,0.994746710069232,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR9C,-0.16616084,0.963656159731878,1.0,-0.17193723,0.8629750619015975,0.9170870061372411,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
LTR9D,0.074714534,0.0033967672231491,0.0806407212192183,0.062016405,0.0085923024525992,0.0187029234108786,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
Looper,0.13069995,4.8003629090906e-11,4.159716965663004e-09,0.14329644,7.74871260570378e-12,4.999764562251724e-11,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MADE1,0.036939826,0.0342299157106127,0.5445468862342274,0.044179667,0.0106270242374567,0.0225876358302022,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MADE2,0.08626838,3.009437019052817e-05,0.0012227252832728,0.06693659,0.002272219939786,0.0057414601741912,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MARNA,0.09205265,1.451954289506489e-09,1.08036090489158e-07,0.08246646,2.1283802338459692e-08,1.1365340756103599e-07,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER101,-0.37882924,1.821755700583984e-14,2.109700857620835e-12,-0.4678806,6.90366843356905e-38,9.126312904864452e-37,LTR,LTR,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER101-int,0.071000256,0.0004923940028309,0.0151517567148149,0.057382286,0.0073226140163378,0.0162992065579266,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER101B,0.22506273,0.0325023612634041,0.5221295988496244,0.2313357,0.0363610027081432,0.0669190610112517,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER102a,0.10161667,9.758319034498012e-07,5.048459503140668e-05,0.10762213,4.017906220284878e-07,1.861286471277268e-06,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER102b,0.0021243144,0.894112524152479,1.0,0.014092572,0.3456350185171033,0.4642730608085997,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER102c,0.03951195,0.0258631322824504,0.4380511220945664,0.036172226,0.0342800925351365,0.0638481448592577,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER103C,0.041827917,0.0048847150068057,0.1089470558531095,0.063697204,8.80743384317316e-08,4.4822808854458716e-07,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER104,0.035457656,0.0489987327209419,0.7219707440497966,0.035934784,0.0661231868293717,0.1139547448696962,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER105,-0.037338432,0.7148371463337249,1.0,-0.025907444,0.8679583896261629,0.9187219404712595,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER106A,0.086779,4.5927390899992845e-05,0.0018017513884004,0.07513712,0.0011215293478252,0.0030317651198068,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER106B,0.05484327,0.0018428512421989,0.0478873799979281,0.06995931,0.0021815329373131,0.005525190897307,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER107,0.036483195,0.0067262621402029,0.1432382900563753,0.056892,0.0059203906628231,0.0134825703329837,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER110,0.11574777,0.0007419520318458,0.0217806827415239,0.04445651,0.0293605020958883,0.0555441261290453,LTR,LTR,both,True,False,Up,Up,Only_scTE_significant,0.9937739085763165,0.9353183055874946
MER110-int,0.21747637,4.017524338988891e-16,5.1897302548864545e-14,0.21192776,1.0205724694734514e-14,7.475003762900143e-14,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER110A,0.09217292,0.0001336869253958,0.0047293165234202,0.09546937,0.0002616337547263,0.0008149741095499,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER112,-0.027382864,0.0186427451057051,0.3351468073507984,-0.019769173,0.2169649656285148,0.3152681269990752,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER113,0.12294559,4.1489415885619865e-18,6.130550459080119e-16,0.1432872,2.994517349073491e-26,3.151511462520062e-25,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER113A,0.09025823,8.511469993036367e-06,0.0003771231305047,0.10907334,9.697057122378189e-07,4.273012162869087e-06,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER113B,0.13295141,1.99008352697401e-06,9.786555969265988e-05,0.10695047,7.900324051700037e-05,0.0002693066437749,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER115,0.024444893,0.0265311956988741,0.4462247217434716,0.015338747,0.1438953836652834,0.2225144021300532,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER117,0.060461026,0.002912973814216,0.0705877327175105,0.065753326,0.0027604595511535,0.0068117511627714,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER119,-0.058257688,0.0263177316379712,0.4440189792379888,-0.04896267,0.0305962475315337,0.0575804380628169,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER11A,0.026323864,0.0564714781599555,0.805396386007272,0.026661376,0.0859454612712399,0.141587963553228,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER11B,0.13857983,2.74325348830531e-07,1.5356837359551913e-05,0.10753166,2.013419016761262e-05,7.448963188290812e-05,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER11C,-0.038636405,0.398837918844403,1.0,0.006621741,0.2742968080477858,0.3856520621579763,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER11D,-0.14374654,0.957896719202437,1.0,-0.08827852,0.9559015645415548,0.9793925292656384,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER121,-0.017815186,0.1391444103454958,1.0,0.0050349236,0.0996701148192868,0.1617401264432739,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER121B,-0.35606924,0.526073731695085,1.0,-0.32569766,0.529561628001385,0.6457196903863907,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER123,,,,-0.071347356,0.7486818976355701,0.837459884239944,LTR,LTR,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
MER124,,,,0.055376276,0.0067962980485023,0.0152846205074201,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
MER125,0.3358383,0.0624170036097466,0.8691904185717357,0.37105292,0.0374694936505582,0.0686096809412248,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER126,-0.026328199,0.1774727212572411,1.0,-0.05333117,0.751754088024861,0.8392159116515705,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER127,0.1899531,0.0179836388805201,0.3248826296146103,0.19905494,0.0110399334714404,0.0232826612510533,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER129,,,,0.09945063,0.0437921355075028,0.0789861479037156,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
MER130,0.15480217,0.2523942982228534,1.0,0.20295452,0.1662114152624431,0.251287551108073,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER131,,,,0.11309377,3.2668804448560693e-06,1.326328989596996e-05,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
MER132,-0.050458733,0.9204820706354044,1.0,-0.09513995,0.9508735733187832,0.976086130187084,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER133A,,,,-0.03757819,0.982409381955872,0.9931907956699794,LTR,LTR,right_only,False,False,None,Down,Missing_data,0.9937739085763165,0.9353183055874946
MER133B,,,,0.37551618,0.6420733763593771,0.7557085124577251,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
MER134,,,,0.105586596,0.3233838298153668,0.441496311737856,LTR,LTR,right_only,False,False,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
MER135,0.14912358,7.305397172792501e-07,3.846138136744731e-05,0.18121193,1.6749157760454857e-07,8.141743054857877e-07,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER136,0.35054728,0.8286843171271406,1.0,0.42799112,0.7974826050389925,0.8696892795395049,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER1A,-0.046425328,0.0151325271880364,0.2819952292854463,-0.02303075,0.2217063691269323,0.3217265115576902,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER1B,-0.05636952,0.0001187444653474,0.0042608588192927,-0.05137704,0.002104759175822,0.005368373991979,LTR,LTR,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER2,-0.012432802,0.0394194213206215,0.6088920525538125,0.004446062,0.4515021675600519,0.5746925592418305,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER20,0.04263823,6.973393035923681e-05,0.0026287006443661,0.050927658,3.9728714940532935e-14,2.852048145399848e-13,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER20B,0.08482223,9.364083675182205e-08,5.6086922211648206e-06,0.103354424,2.0226817733080318e-12,1.3451454247030104e-11,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER21-int,-0.109419785,0.0906987947630053,1.0,-0.10814781,0.0308706259679005,0.0579961153365757,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER21A,-0.009505948,0.6902869487772448,1.0,0.0008104033,0.7585967259685151,0.8408168210121374,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER21B,0.07368893,4.249505873784481e-05,0.0016829064001167,0.083084136,3.0407229973480787e-06,1.2532865890210332e-05,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER21C,-0.043228477,0.0029973315042351,0.0724761930034096,-0.050192084,0.0886845280602184,0.1452175655850102,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER2B,0.040806737,0.0121164344854704,0.234436916908342,0.0134395,0.3485134741437081,0.4675601559056678,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER3,0.08133071,5.342778342133807e-12,5.102597651113188e-10,0.10361746,9.578457559782539e-25,9.88861713790883e-24,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER30,-0.120513566,5.573675783777975e-28,1.2885474595183538e-25,-0.12250455,6.311557097830353e-21,5.898041287972502e-20,LTR,LTR,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER30B,-0.002363928,0.1608588382461975,1.0,-0.004208692,0.1873921380817016,0.2790289528579183,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER31-int,0.1377447,7.935819549393674e-10,6.004674282476609e-08,0.12925881,4.340395760569451e-08,2.262013944450618e-07,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER31A,0.10343898,6.524637462272749e-06,0.0002926092066205,0.09317912,0.0002140142637755,0.0006783376079903,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER31B,-0.2760276,6.898309609447426e-30,1.7568536395995553e-27,-0.25855076,2.22491824298819e-27,2.461032015713468e-26,LTR,LTR,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER33,0.04022439,0.001026686611037,0.0288962007493631,0.060178306,1.4239538263772766e-11,9.079799692899809e-11,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER34,0.114396505,1.9000926815725795e-06,9.388226072019216e-05,0.13574192,8.554810406311117e-07,3.816219950798869e-06,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER34-int,0.017516652,0.0341864838257936,0.5441609243317577,0.028385721,0.0452867816007776,0.0808745819690987,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER34A,0.019662458,0.1033278710423321,1.0,0.023397297,0.1771609885123913,0.264521365767813,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER34A1,0.11808488,3.510919576617736e-06,0.0001653854303719,0.111454256,3.196838788765614e-05,0.0001158987708034,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER34B,0.03447132,0.0114618169327624,0.2238333709916979,0.026088966,0.0518164724359139,0.0908322633261697,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER34B-int,-0.05070263,0.9870795110606476,1.0,-0.027213901,0.876685241452802,0.9235440250095602,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER34C,0.11992287,0.0950695865231212,1.0,0.11911992,0.1242337876802536,0.1955885976434123,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER34C2,0.06299874,0.0299138255085683,0.4909128009316322,0.040229257,0.1068290573872719,0.1715634137392225,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER34C_,,,,0.030164968,0.0073897097333213,0.0164148470305744,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
MER34D,0.011555094,0.1024531632044388,1.0,0.02814437,0.0944555695433405,0.1539696802781671,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER39,0.031131838,0.0778639823994405,1.0,0.027692014,0.1339237507605314,0.2079847361381318,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER39B,-0.109274045,0.1341252517627455,1.0,-0.096137635,0.0869595882903341,0.1428245359192761,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER4-int,0.016475134,0.186057692027333,1.0,0.024302881,0.0419144991542797,0.0759787911090957,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER41-int,-0.09746467,1.0685482241341317e-07,6.381850790298138e-06,-0.083893605,1.1506324183700422e-05,4.3586813459513175e-05,LTR,LTR,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER41A,-0.02906638,0.1427699615947177,1.0,-0.046175733,0.0116356802127035,0.0244439483538191,LTR,LTR,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER41B,-0.017772838,0.4323448603061582,1.0,-0.014887729,0.3828266413995159,0.5066960674933764,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER41C,0.061546713,0.0015669220209995,0.0417563724107374,0.082290895,0.0005932536729095,0.0016923341616683,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER41D,0.17977989,0.0005106216583249,0.0156435000076853,0.23822714,0.0001651741250581,0.0005376839386277,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER41E,-0.15870482,0.1137319031436888,1.0,-0.12495061,0.1994697542781516,0.2921962346452924,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER41G,-0.03006136,0.7092045238380507,1.0,-0.00705034,0.7176725860502462,0.81546864075311,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER44A,-0.028717624,0.0673810668188348,0.9223271176025398,-0.040839072,0.0168496847411216,0.0341402958119174,LTR,LTR,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER44B,-0.03747849,0.1355159957626387,1.0,-0.01832006,0.4607242622017693,0.581291077323352,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER44C,0.059881356,0.0026516389255513,0.0654819985513266,0.059126683,0.0055450262490894,0.0127347636737562,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER44D,0.13151549,6.189404715112049e-07,3.297384309578954e-05,0.1532502,2.7605503819861525e-07,1.3010593974230389e-06,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER45A,0.0954712,4.302644227954191e-06,0.0001990878608017,0.10659821,3.2106141648790266e-06,1.3083856220785206e-05,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER45B,-0.083401054,0.1313416079618995,1.0,-0.08138223,0.0421890095728577,0.0763487251702467,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER45C,0.00811137,0.2637241519007077,1.0,0.032964077,0.1201955949927106,0.1907643118185919,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER45R,0.102037124,0.0015430118962031,0.0411892792113424,0.09725859,0.0038366105116538,0.0091004065528068,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER46C,0.018252324,0.460372674713575,1.0,0.026869161,0.1919927517208183,0.2823882535486663,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER47A,0.009275971,0.6385675224693517,1.0,-0.0075317724,0.647275359660223,0.7601803790592435,LTR,LTR,both,False,False,Up,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER47B,0.14317429,7.07196305469635e-08,4.305787729249572e-06,0.15845433,6.10212971412668e-08,3.149861242911105e-07,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER47C,0.25398514,2.1910451913052818e-07,1.241149839787226e-05,0.24587354,1.088831987246623e-07,5.43914227730571e-07,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER48,-0.100846626,0.9489023810761146,1.0,-0.093331136,0.8890974579589505,0.9302574356740608,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER49,0.012291436,0.0977623979340442,1.0,0.03987936,0.0345888363153343,0.064312690507414,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER4A,0.07750222,0.0002610455502019,0.0087132470781573,0.08498862,0.0005838203456231,0.0016786770680516,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER4A1,0.00068409735,0.3193570080947575,1.0,0.0002977966,0.6480714139999599,0.7602915722683513,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER4A1_,,,,0.1087647,0.0011946720332537,0.0032055061486314,LTR,LTR,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
MER4B,0.027309813,0.0518344592278998,0.7531263230721604,0.03789579,0.0452242594284754,0.0808745819690987,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER4B-int,0.06121171,0.0006843966173325,0.0202541957829483,0.08031299,0.0001823802409026,0.0005849117785163,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER4C,-0.07967022,0.7367327121267664,1.0,-0.040583424,0.5314127551337562,0.6472487938932491,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER4CL34,0.07797369,8.918479352994068e-05,0.0032809844388985,0.081411384,0.0002176713467005,0.0006879176088144,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER4D,0.048337456,0.0047519753029723,0.1063589103876771,0.054879565,0.0106806431513689,0.0226571764698315,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER4D0,0.07746861,0.0035993138783662,0.084870385319354,0.047979794,0.0154281886453168,0.0315550122481575,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER4D1,-0.0432357,0.4396439745009666,1.0,-0.06373638,0.0225280176101995,0.0441961956957952,LTR,LTR,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER4E,-0.016820585,0.6135064251880606,1.0,-0.009809803,0.7354549368948792,0.8278641241890436,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER4E1,0.08775025,2.701599405400648e-05,0.0011077087980874,0.09616298,3.064309493058016e-05,0.0001114668285394,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER50,-0.02668267,0.8595023379374405,1.0,-0.0264842,0.6784209858953563,0.7890647518353714,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER50-int,0.0711808,0.0033803465541224,0.080372710422136,0.04823281,0.0158255893780348,0.0323068528922593,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER50B,-0.107206956,0.867432893268181,1.0,-0.10098033,0.9673928558558664,0.9899637880388172,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER50C,0.017179187,0.7016201574245864,1.0,0.033101447,0.6730008494386188,0.7836014186804112,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER51-int,0.008140369,0.0276036311069495,0.4608033819561669,0.0031515562,0.0977872783238084,0.1591612758303429,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER51A,-0.15249956,0.0020396306508475,0.0521997140139902,-0.12888277,0.0024112063733355,0.0060643798345609,LTR,LTR,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER51B,-0.02990154,0.1294746985444579,1.0,-0.020853743,0.1481518473019408,0.228120173970602,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER51C,-0.0942409,0.5698879645593713,1.0,-0.05645072,0.4963735053980019,0.6173485329384268,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER51D,0.01943787,0.5464474224512721,1.0,0.050416395,0.5082288962814739,0.6289042506496778,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER51E,-0.052766737,0.7478445701279701,1.0,-0.020420551,0.6350490309345493,0.7490676273482606,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER52-int,-0.0244028,0.201371890399488,1.0,-0.022409847,0.2604979867505675,0.3708346262241827,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER52A,-0.13371883,0.0484106466775011,0.7156619690873353,-0.13153335,0.0187237641526853,0.0375167473965081,LTR,LTR,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER52C,-0.23165143,0.3283409198609268,1.0,-0.20633094,0.4198047326649787,0.542393718961665,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER52D,-0.19276449,0.3028190589448116,1.0,-0.24654974,0.0511027110930645,0.0899274980923409,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER53,-0.0075159143,0.7700395160479057,1.0,0.011141863,0.6625007267322605,0.7738693833812181,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER54A,-0.062043656,0.3417283848471476,1.0,-0.0684094,0.6301647884628232,0.7449276234391498,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER54B,-0.05717829,0.3594089320654594,1.0,-0.046020143,0.3927616543929626,0.516065010135723,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER57-int,-0.26842308,2.5033416399328327e-26,5.464698853081252e-24,-0.24279225,3.3639959503375647e-21,3.227054522270726e-20,LTR,LTR,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER57A-int,0.0965357,2.9556593125866467e-06,0.0001409246663568,0.12783746,1.7450988864219244e-08,9.45843596440683e-08,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER57A1,-0.055480484,0.4947095206638512,1.0,-0.044617534,0.4386805161860891,0.560766131539765,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER57B1,0.16198342,4.3539281992839345e-09,3.0718238244745245e-07,0.18346529,1.9852251631745084e-09,1.1208250400422746e-08,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER57B2,-0.00021956846,0.1428455885686969,1.0,0.019685118,0.1054996503076105,0.1699281143141899,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER57C1,0.28818917,0.0197923135972649,0.3520750253214774,0.26363724,0.0206406835672629,0.0408293813629799,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
