,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,feature_type
AluYb8,12373.101679609139,-0.1061898309472198,0.1304230223383996,-0.8141954468107354,0.4155329934609196,0.7017036606762344,TE
AluYb9,2604.5282190081557,-0.02245121849793943,0.3038435984087948,-0.07389070763878096,0.9410973498669267,0.9785074308554256,TE
AluYc,19809.0237232557,0.012242835802365869,0.11755535075418966,0.1041452875077193,0.9170540520010979,0.9694196242091213,TE
AluYc3,2827.1508108808507,-0.08126198113729814,0.0981233427036485,-0.8281615658235886,0.4075790069016599,0.6963891375895674,TE
AluYd8,1101.2901935043506,-0.022702269449837238,0.13722152569779267,-0.16544247948266635,0.8685957205308675,0.9488760996111018,TE
AluYe5,4943.223781718838,0.011261188527410834,0.10984375549640372,0.10252006112245064,0.9183438902702623,0.9703411848297823,TE
AluYe6,940.746232389317,0.023723990963225052,0.12524466950036614,0.18942116305521248,0.8497627389909461,0.9405476467360155,TE
AluYf1,7123.771875710373,0.04661853367642575,0.11211241888213835,0.41581953311911796,0.6775420644161281,0.8612659936551373,TE
AluYg6,3387.478470614668,-0.17373386867937135,0.1281915730620647,-1.3552674682855876,0.17533235579372825,0.4955087736612849,TE
AluYh3,7787.442335896271,0.05071475904823725,0.10743212053396714,0.47206327861882436,0.6368816223807745,0.8387428081425286,TE
AluYh3a3,998.2488043300326,0.10989035840863422,0.12583530643621763,0.8732871681314223,0.38250657292421314,0.6761671373512766,TE
AluYh7,455.1082148685372,0.01946052310643901,0.1619649140652488,0.1201527084970958,0.9043621794399364,0.9637574249649571,TE
AluYh9,113.88984327652099,0.028936672669592187,0.13870317655586634,0.20862299904095696,0.8347425549792232,0.9341562680183473,TE
AluYi6,1343.8375636225135,0.01907379970911674,0.11802190336628687,0.16161237164528902,0.8716111142299334,0.9499421328831719,TE
AluYj4,11368.954756018542,-0.04560424803421676,0.10181332457428119,-0.4479202326896291,0.6542107658407337,0.8477713548144602,TE
AluYk11,2395.684772968305,0.045231290512630556,0.09560676904019084,0.47309715584695033,0.6361438658286309,0.83839771531069,TE
AluYk12,408.7468093288979,0.07721955594392386,0.18437355432151428,0.4188212145070809,0.6753467993804123,0.8606281223384584,TE
AluYk2,3128.280611430807,0.044207286951022,0.11366915383023389,0.3889119031979957,0.6973413165336724,0.870182157195205,TE
AluYk3,4519.751692428486,0.09274274311030274,0.1230804406185897,0.7535132523428353,0.4511415507644429,0.7268971592350427,TE
AluYk4,4327.7231086748925,0.038052472194775054,0.11926693074492765,0.3190530011722751,0.7496863221583874,0.8959306823438448,TE
AluYm1,16772.002244335974,0.06223923568080056,0.130355463465346,0.47745782206778303,0.6330361483193447,0.8369376166538763,TE
AmnSINE1,2211.040855445107,0.13724430287340741,0.09200158277401464,1.4917602364572726,0.13576201154083248,0.45475859393567497,TE
AmnSINE2,464.534717307267,0.09310173355298698,0.07974420980772279,1.1675046223101528,0.24300664273427314,0.5597428550907096,TE
Arthur1,2506.664548905506,0.22712835826239675,0.08954214551442527,2.536552558100211,0.011194993682937075,0.21961707604791703,TE
Arthur1A,1026.30079859561,0.23378190765931658,0.1062457836209686,2.200387626612389,0.02777940495832043,0.27701769422302536,TE
Arthur1B,2449.678679698987,0.08334505204784638,0.07238021458120471,1.1514894302273726,0.24953094117084224,0.5656259925795395,TE
Arthur1C,547.6166454685255,0.23683625781305875,0.146513343305707,1.616482515990975,0.10599003056406947,0.41745183825520366,TE
BLACKJACK,2818.1255378543347,0.2530332058908379,0.09879109248007037,2.5612957559092036,0.010428253822004229,0.21889525890953077,TE
BSR/Beta,818.3757438396099,-0.011734484844629866,0.11416678890386828,-0.10278369880850936,0.9181346432018054,0.9703411848297823,TE
CER,148.51489763902285,-0.14035257872462029,0.21415853667238544,-0.6553676584899731,0.5122310690434018,0.7665150264409903,TE
CR1,34.82917429858122,0.39277816555036876,0.4607796307510101,0.8524208522633523,0.39398055069404936,0.6850490059488702,TE
Charlie1,4749.1498848560495,0.12480345252785212,0.07572884936431928,1.6480304873964589,0.09934641515939373,0.40825992097896946,TE
Charlie10,1482.8509925084882,0.09286077973239643,0.08163300502625023,1.137539647138259,0.25531276025999877,0.5717564012047472,TE
Charlie10a,293.42742747619195,0.10636810884003571,0.08034386086641165,1.3239108463669025,0.18553265556096524,0.5058333312851071,TE
Charlie10b,319.33449308190956,0.1724008540879458,0.1084634182977195,1.5894838720159592,0.11195119237336094,0.4243541737733078,TE
Charlie11,288.0739739711432,0.058610627677849705,0.13292545444274273,0.44092854843762125,0.6592647252232824,0.8503784011198084,TE
Charlie12,22.579586063344035,0.07503487101355993,0.3130280498889217,0.2397065408042063,0.8105577639330448,0.9233326029502773,TE
Charlie13a,1077.6344181843226,0.08699668557227704,0.07366947903898446,1.1809053994564027,0.23764030613155276,0.5553418415042616,TE
Charlie13b,370.99489013820215,0.10354945790449224,0.09004488134466285,1.1499760603619236,0.25015373148950765,0.5663985750858014,TE
Charlie14a,1000.4349853521878,0.20178006438702023,0.100391550260341,2.0099307547672374,0.044438518177385325,0.31916072392622435,TE
Charlie15a,3679.3729607547675,-0.03736794376111207,0.05979246483059023,-0.6249607516095301,0.5319968179930028,0.7775625466471819,TE
Charlie15b,3168.8946846191766,0.15511381954533354,0.0627639048313673,2.4713857425233496,0.013459055270409888,0.22931764399660207,TE
Charlie16a,2087.5684209538194,0.06446595059042179,0.0664788945086352,0.9697205566805576,0.33218580100994094,0.6363067007426045,TE
Charlie17,998.2909237356778,0.18162931033129762,0.1004053793901473,1.808959952489565,0.07045722522681169,0.3667774318967349,TE
Charlie17a,1125.3561257058263,0.1262946472213209,0.09773526518417235,1.2922116390980394,0.19628386205126178,0.5170404171106407,TE
Charlie17b,368.44278639568853,0.17875985038285516,0.09755202376623577,1.8324566060384146,0.06688342117864343,0.3629961453153021,TE
Charlie18a,3478.2599839560644,0.06725709067709425,0.06559942410922721,1.0252695292737162,0.3052360290808162,0.6141407604342384,TE
Charlie19a,2339.226870022221,0.0723687217914926,0.06033165803985696,1.1995148839384389,0.230327800834208,0.5487665177302464,TE
Charlie1a,17875.60891376744,0.07003096234700217,0.06334733521328488,1.1055076288720607,0.2689396905869914,0.5831661615193028,TE
Charlie1b,5771.228478907681,0.08745156558415743,0.05001128052286444,1.7486368009348576,0.0803538207763957,0.38056995737797306,TE
Charlie20a,1251.2210990690735,0.128647364895132,0.05409951422187773,2.377976341294157,0.017407942784351732,0.24678246623292702,TE
Charlie21a,1751.5674146739188,0.10954938868782521,0.060958238958309756,1.7971219405263277,0.07231626326512369,0.36888686432438916,TE
Charlie22a,1563.664777579025,0.10184894021208117,0.05697169898474968,1.7877111272272983,0.07382262557238928,0.3701819526954957,TE
Charlie23a,1626.2445865767754,0.0998907741671277,0.07592864684978257,1.3155874404656767,0.1883125512967463,0.5089227136350113,TE
Charlie24,2082.1184594890738,0.16029625506007858,0.07402507132665263,2.1654319568668097,0.03035462096718576,0.2846184092529616,TE
Charlie25,1777.627591319241,0.08458215076261821,0.07438692248335867,1.1370567290445488,0.2555145713631389,0.5720883537163101,TE
Charlie26a,598.3958061823548,0.09321849735397132,0.07513891162947892,1.240615485803754,0.21474782847189006,0.5346206938088148,TE
Charlie29a,3195.8411386421094,0.13240182416707835,0.06783776104178323,1.9517422469991053,0.05096881409902367,0.33299735310739087,TE
Charlie2a,3317.5213773146397,0.1298297394671287,0.06636365881693287,1.956337878013475,0.0504253649195634,0.3319397056611786,TE
Charlie2b,6562.786988119483,0.13628676239410226,0.06582270726503081,2.070512867927971,0.03840434228620388,0.30580676591603184,TE
Charlie3,734.7928954264412,0.12097877515766438,0.10027352430509845,1.2064877144396247,0.22762949331836166,0.5470296999377018,TE
Charlie30a,1047.6213183032323,0.09408612330534119,0.07544630007916014,1.247060799623357,0.21237520508109628,0.5320769667833701,TE
Charlie4,222.08851776275282,-0.16752372983118086,0.16889620107614628,-0.9918738773505826,0.32125905352000084,0.6285013505171189,TE
Charlie4a,5024.361881223174,0.07378148456728764,0.06119068437436764,1.2057633497917568,0.22790875078633424,0.5472729840660618,TE
Charlie4z,6669.7349426375395,0.07000261635242921,0.056483875339365844,1.2393380576640716,0.21522033027188617,0.5350093498069207,TE
Charlie5,4610.660892203797,0.16471838256523685,0.06905998621865428,2.38514936918339,0.01707218803174513,0.24564008515867874,TE
Charlie6,294.0280702978188,0.06436208251250822,0.10592846613462309,0.6075994948393881,0.5434531359496065,0.7845306055853973,TE
Charlie7,6172.996519590804,0.1352473080885353,0.07199820269542266,1.8784817262825055,0.060315294607960375,0.3511923588651328,TE
Charlie7a,1778.2213981982527,0.09142278438493538,0.07517043059348347,1.2162067406443835,0.22390617659741083,0.5432312328444205,TE
Charlie8,4518.721987753233,-0.04402664380025872,0.06388806899075015,-0.689121529195584,0.49074679280147676,0.7535850388665036,TE
Charlie9,1606.3371561342578,0.15625448593610358,0.075468191199369,2.070468146285849,0.03840852600588154,0.30580676591603184,TE
Cheshire,2651.508687736953,0.16018622950824363,0.05552290142042176,2.885047888533539,0.003913541262961905,0.16849461276422917,TE
D20S16,39.64580418511109,0.016561451497765164,0.2612499075068588,0.06339313822467234,0.9494534511663643,0.9816845695200621,TE
ERVL-B4-int,3738.0658737622643,0.16231375267026013,0.08839627489573898,1.8362058000940065,0.06632722519069288,0.3622277686964724,TE
ERVL-E-int,6217.674298826283,0.13302539441416636,0.07669813722520911,1.7344018932762766,0.08284679939124795,0.3862986317577179,TE
ERVL-int,775.1201082671299,0.18168840748039414,0.10528099302534615,1.7257474712140404,0.08439285369652898,0.3889157249497302,TE
ERVL47-int,210.26343766429733,-0.2540828336881732,0.2563792031054326,-0.9910430745183529,0.32166454756714014,0.6289848685895678,TE
Eulor1,47.32341056809491,0.07292791464339332,0.18293964708722382,0.3986446667223645,0.6901550446694735,0.8678995109295796,TE
Eulor11,74.13925152688022,0.5720973194746943,0.27460245318502685,2.083365654017722,0.03721790645543531,0.30179786595739255,TE
Eulor8,59.73230804767595,0.23277634207979633,0.19662217310143099,1.1838763574223878,0.23646201034328576,0.5547456822285793,TE
Eulor9A,190.22259031009648,0.08077715060094709,0.14247016030888007,0.5669759227182698,0.5707305399857786,0.8025694293294985,TE
Eulor9B,9.018721068891228,0.22801535375026638,0.34896618690159653,0.6534024278248008,0.5134968740495471,,TE
Eulor9C,167.4243296143323,-0.17331667660728908,0.1476724659788333,-1.173656005934996,0.24053283852530108,0.5573115378957909,TE
FAM,11234.68057739417,-0.04072824077375916,0.08439301723111926,-0.4826020221817705,0.6293783430135393,0.8350735587161361,TE
FRAM,16334.386138269594,-0.03444474337202312,0.08783902658696179,-0.3921348483742858,0.694958580027764,0.8691944791384033,TE
FordPrefect,312.80472059276417,0.1652150603852018,0.1260932190968151,1.3102612620140084,0.19010746746765186,0.5107868575284249,TE
GSAT,9.934066547914975,0.021672235864721317,0.3234937583573372,0.06699429372229732,0.9465862459459631,,TE
GSATII,956.5778517226311,-0.332424328739041,0.19515257608326567,-1.7034073308732838,0.08849186675433858,0.39484755810981337,TE
GSATX,16.046512134346255,0.29389796056322387,0.2936013820848465,1.001010139926016,0.3168219061860784,,TE
HAL1,58107.97223135472,0.1878003568619835,0.08528684513020188,2.201985037379222,0.027666365409302684,0.27701716030857776,TE
HAL1M8,4997.165120722659,0.25240638441196833,0.0928607539008737,2.718116898785952,0.006565463746228597,0.18846339514570892,TE
HAL1ME,14307.298026950706,0.19608015867029965,0.08531121497991612,2.2984101060623816,0.021538458866648166,0.2599840868981106,TE
HAL1b,7878.322049048618,0.18493382055313792,0.08321017712747437,2.2224904084728405,0.026250181521575464,0.27378693998203946,TE
HERV-Fc1-int,130.7104867134413,0.17295904028871276,0.306406605607176,0.564475560002947,0.5724305284588496,0.8032260726237336,TE
HERV-Fc2-int,0.49205080987295097,-0.2984249269457269,1.1181956580499863,-0.26688077779352865,0.7895609571243727,,TE
HERV15-int,137.42976415632066,0.16751656588722538,0.16444627539555762,1.018670477542179,0.30835943280897954,0.6164120097787622,TE
HERV16-int,566.7236065866128,0.2869339579391241,0.1602262871864148,1.7908045114051205,0.0733246710626876,0.3693638172294266,TE
HERV17-int,1173.2637215773414,-0.06942748220522219,0.12158945664957944,-0.5709991977784064,0.5680001866388644,0.8004226152996393,TE
HERV3-int,510.70765214576903,0.10653434496343406,0.1396191490874409,0.7630353404941148,0.4454423197515052,0.7225194332396184,TE
HERV30-int,60.21032593072827,-0.18671368506113917,0.24173946524315915,-0.7723756850100125,0.4398919507341539,0.7182537833213694,TE
HERV35I-int,1128.8247963235908,0.0775246199101079,0.08089645388065922,0.9583191375047718,0.33790185650390675,0.6407497636503197,TE
HERV9-int,540.2273198702557,-0.09051629888264051,0.15857235487439736,-0.5708201719923819,0.5681215476375079,0.8004226152996393,TE
HERV9N-int,331.187838609365,-0.2505947754214451,0.1361681711368416,-1.8403329745070234,0.06571936709703143,0.3610970038963805,TE
HERV9NC-int,546.6821660402572,0.06469688738864861,0.14444654640861623,0.44789501028035267,0.654228969650227,0.8477713548144602,TE
HERVE-int,864.531812239049,0.11233924820860974,0.149716712459729,0.75034541143045,0.45304669907945727,0.7284138059154905,TE
HERVFH19-int,292.69692169439656,0.007690961517495693,0.1530654100667589,0.050246241225508165,0.9599261628978044,0.9852507550247992,TE
HERVFH21-int,135.80775014504982,-0.14830964816308756,0.18083915486277743,-0.8201191178737061,0.4121482046381827,0.6991681029272877,TE
HERVH-int,22035.235411181824,0.056387581460941354,0.2172592248341213,0.2595405626803355,0.795218189418492,0.9173618520021647,TE
HERVH48-int,818.9264705653723,0.07247466763591388,0.20560132834919814,0.3525009698031775,0.7244625912865681,0.8837678103943997,TE
HERVI-int,278.8993172714652,0.3397163509752395,0.1971468096522627,1.723164334104356,0.0848588114579317,0.38958571757741656,TE
HERVIP10B3-int,773.9395328974898,-0.06493807175162557,0.12823742310497352,-0.5063894000620092,0.6125833143355239,0.8263463127964902,TE
HERVIP10F-int,1006.8338276733618,-0.054669775374574854,0.10677116763421333,-0.5120275125384757,0.6086317545534748,0.8236455595169901,TE
HERVIP10FH-int,1877.0462387659263,-0.023591529634349837,0.10606240899885576,-0.22243064113888222,0.8239786610177142,0.9302815052432531,TE
HERVK-int,2014.3605062547263,0.04942728388149111,0.12927575607131947,0.38233993274208994,0.7022092385033776,0.8732189663894918,TE
HERVK11-int,867.6736705995677,0.3509181277421265,0.1516483824547683,2.3140248650314077,0.02066635824531501,0.2586863130729208,TE
HERVK11D-int,80.1314296327695,0.15699912662313317,0.185358155637006,0.8470041476383192,0.3969928096138758,0.6877191755366968,TE
HERVK13-int,454.33007395786893,-0.03521816924281316,0.14227491554459648,-0.24753604040463426,0.8044934029338737,0.9210979468871847,TE
HERVK14-int,471.15209051051716,0.12991885658293434,0.1512557965681148,0.8589347286563538,0.3903765278998799,0.6824370109174822,TE
HERVK14C-int,98.76579047771872,0.1455820521984756,0.24399502960839606,0.5966599091470427,0.5507344642555122,0.7889403046511905,TE
HERVK22-int,666.2732152194175,0.06148239011624592,0.08502395039373176,0.7231184840451568,0.4696070941266638,0.7391840861006442,TE
HERVK3-int,592.6154068203721,0.08450597095661284,0.09754175044926042,0.8663569247772669,0.3862944582150831,0.6791873223888086,TE
HERVK9-int,1446.0291481256418,0.22388239844960303,0.12379875265043697,1.808438240745173,0.0705383207439295,0.3670588263091222,TE
HERVKC4-int,110.55087323961916,0.10848683198370558,0.1743154472277861,0.6223592556426786,0.533705665595076,0.7790968643758663,TE
HERVL-int,3341.7089187116676,0.10953876535275453,0.12254769606910597,0.8938459788830664,0.37140430465348084,0.66773111533139,TE
HERVL18-int,133.24980001082577,-0.1260750345461555,0.21451389947577226,-0.5877243146213691,0.5567173524310594,0.7922455494215869,TE
HERVL32-int,55.577320486468814,-0.044312123053072264,0.20358364157550923,-0.21766052866598756,0.8276936198599691,0.931782181907715,TE
HERVL40-int,1169.5752475199008,0.010718843129833554,0.07395459273744885,0.1449381672330647,0.8847596914971311,0.9565690356724634,TE
HERVL66-int,102.40958904281482,0.048964200237238034,0.21101002988758216,0.2320467906825293,0.816501671757824,0.9265400490883554,TE
HERVL74-int,346.3380846836077,0.2236860043872861,0.15651460855805227,1.4291701359258075,0.15295533896789637,0.47394565086223167,TE
HERVP71A-int,625.7225390466915,0.23131945525201256,0.20049548793912544,1.1537389575681918,0.24860720696059055,0.5645513874547076,TE
HERVS71-int,1095.8029943941012,0.23337506379100895,0.21383452173235498,1.0913816062081492,0.2751050026348786,0.5889874476140521,TE
HSAT4,89.79233285554083,0.15448190469862283,0.26626200501909075,0.5801875663316912,0.5617881374674307,0.7958675848895063,TE
HSAT5,43.813531018376345,0.12227986199749676,0.3267096085968302,0.3742769076265336,0.7081983106900116,0.8764886738427055,TE
HSAT6,0.6634503115100795,0.20104878081462002,1.1023612916266803,0.1823801165205519,0.8552844288302025,,TE
HSATI,6.274620791774136,0.29607653185085214,0.3911117458996064,0.7570126311850818,0.44904229506793564,,TE
HSMAR1,1629.8736193329632,0.08908205298722922,0.09402101896294524,0.9474695548910982,0.34339956291500323,0.6453733554638278,TE
HSMAR2,5074.898343527517,0.1920879893651558,0.09024285496019337,2.1285672915588374,0.033290077054136294,0.2930883580818048,TE
HUERS-P1-int,1070.653847684797,0.2943925615490702,0.09862660240547455,2.984920441026255,0.002836520887619958,0.15693061888863685,TE
HUERS-P2-int,210.7743980625325,0.1339728650802701,0.1923070339694234,0.6966612833390776,0.48601479377696455,0.7502284661621333,TE
HUERS-P3-int,797.5734910479794,0.12368140849355237,0.12181333297917893,1.0153355586673976,0.30994589967600006,0.6183491424738984,TE
HUERS-P3b-int,1640.3547133374732,0.11930391269844325,0.0918088932276027,1.2994810034652946,0.19377890859480776,0.5145579267485126,TE
Harlequin-int,4797.373622679423,0.03762047178167906,0.08069388853451942,0.46621215639627633,0.6410636487717293,0.8409684434735915,TE
Kanga1,1060.3542485967735,0.06935529345151704,0.0772349628071618,0.8979779484672181,0.36919730587494526,0.6657787621796368,TE
Kanga11a,1596.5822733933219,0.1195870327326293,0.06887196466138892,1.7363673785201645,0.0824988964657438,0.3858528130858816,TE
Kanga1a,1452.2253265384602,0.24136618684010314,0.1047679556532834,2.303816900263614,0.021232924022282666,0.2599396242476962,TE
Kanga1b,684.1462900376929,0.0660339009918323,0.08429703723408763,0.7833478276165302,0.433422884468049,0.7147463030506616,TE
Kanga1c,1137.2768579606093,0.04551378553497845,0.07850188778722454,0.5797795036259675,0.5620633212144234,0.7959624953510988,TE
Kanga1d,867.6858099459984,0.039246349961804414,0.06929301514495773,0.5663824828476997,0.5711338001303031,0.8027244474792788,TE
L1HS,9642.355123611083,-0.003790894087949793,0.1478446643799389,-0.02564106120331645,0.9795436347218544,0.9925769834682474,TE
L1M,849.6697542559068,0.27284163860990596,0.1028785812415499,2.6520742735487155,0.007999894191075038,0.20062655993797174,TE
L1M1,27607.66207302621,0.24146402081108043,0.12909149433597236,1.8704874558400288,0.06141615735759658,0.3533448388720623,TE
L1M2,22681.253283705242,0.21442689469973183,0.11907994930773445,1.800696892686739,0.07175066764722524,0.36846635289850904,TE
L1M2a,2379.799399789456,-0.04042928503675179,0.1359938159800446,-0.29728767257096667,0.7662468923071493,0.9029150653938743,TE
L1M2a1,274.8291237026375,0.1979747806635904,0.14333859645098807,1.3811686842579356,0.16722710104457086,0.48918858392068437,TE
L1M2b,201.890899874212,0.5241737248223278,0.21977863019393434,2.3850076977902397,0.017078763981972788,0.24564008515867874,TE
L1M2c,1249.416279718113,0.24931566553448276,0.1712001736239312,1.4562816161749044,0.14531478542844975,0.4663817558214889,TE
L1M3,15970.587177417852,0.11850951877169963,0.10126570713777229,1.170282834350498,0.24188716747060854,0.5587017845405984,TE
L1M3a,947.12135673309,0.22247196232608132,0.08486171345945648,2.621582257261038,0.008752263839124282,0.20374580438382436,TE
L1M3b,576.5427412035199,0.5019843804561986,0.20909871381101408,2.400705252113115,0.016363510989754634,0.24523800974811344,TE
L1M3c,1761.3436528013513,0.34094383191118854,0.15359518316026566,2.2197560164073495,0.026435334079179886,0.274064706109955,TE
L1M3d,1202.8342089377509,0.5105142695572944,0.2222660612758088,2.296861098032416,0.02162669481164511,0.2599862629421466,TE
L1M3de,1629.1867641512479,0.13513775322023353,0.13973254396389645,0.967117246896685,0.33348542459733915,0.6370966857837589,TE
L1M3e,2083.5309590835195,0.08815979967726928,0.11732154608916509,0.7514374180703969,0.4523894507616704,0.7278261912245895,TE
L1M3f,2206.69821144579,0.17785141167416293,0.12137481916959976,1.4653073256129607,0.14283708876880455,0.4623376398100521,TE
L1M4,54584.76627989838,0.17480327837272994,0.08607012675325922,2.0309401759549597,0.042261063618540345,0.31439690874046317,TE
L1M4a1,6859.231374006596,0.20809476353784148,0.09230824216792669,2.254346509592031,0.02417437755058767,0.2682124432769738,TE
L1M4a2,5144.072181531669,0.22623150612864124,0.09966604544677779,2.269895480597252,0.023213925397876128,0.266179043416112,TE
L1M4b,10408.732049132554,0.2818843420108401,0.10425073292646021,2.7039075323305872,0.006852935636629936,0.18846339514570892,TE
L1M4c,114954.31784006687,0.42655321589949124,0.14254612295377508,2.9923873554794196,0.0027680479807512797,0.1561508998914976,TE
L1M5,110547.69412546868,0.1712753513725037,0.07572595953652805,2.261778555475224,0.02371108841852617,0.26793443821748497,TE
L1M6,11987.92483589418,0.13696859222075516,0.09432782146002056,1.4520487179787913,0.14648805953710525,0.4670092420110439,TE
L1M6B,838.9946449625041,0.042061824524261944,0.10147951413766658,0.4144858682236209,0.6785183144108263,0.8616268980267198,TE
L1M7,8436.656303821905,0.18367350096339544,0.10947172606285585,1.6778167986310442,0.09338286889712659,0.4004857110173952,TE
L1M8,5239.161575564002,0.29700815772424716,0.11544110254875521,2.5728111666190054,0.010087622994352535,0.2164959088787967,TE
L1MA1,13786.359389995901,0.13085292258510992,0.1371763903426711,0.9539026523313162,0.34013292078118657,0.6425509743205,TE
L1MA10,7230.488327299377,0.1539712205446733,0.07474878917201304,2.0598490256524746,0.039412976082577406,0.30852830672192183,TE
L1MA2,24524.92591293514,0.20080652034044677,0.12419646208129141,1.61684573759445,0.10591158379194528,0.41733069737398915,TE
L1MA3,40827.85812061281,0.2836465792839319,0.13460299007161378,2.107282900127415,0.03509306469769477,0.29708559411363367,TE
L1MA4,27815.104239514483,0.14711532613114633,0.0930902556329705,1.5803515108088428,0.11402638947726598,0.4269190238135895,TE
L1MA4A,19184.870838081217,0.13191980651509502,0.11146955181110746,1.1834604550903898,0.23662671001700272,0.5547456822285793,TE
L1MA5,14747.746862210839,0.14839808250989964,0.10032480809093491,1.4791763406653204,0.1390931911398114,0.4579747621072826,TE
L1MA5A,8823.264282699769,0.11240655167227727,0.09419511516960367,1.1933373771015925,0.23273726974940842,0.551458484579923,TE
L1MA6,15294.175578828163,0.1835191476826602,0.09809303409314296,1.8708682974206097,0.06136333818231151,0.3533008705664298,TE
L1MA7,20188.29390472696,0.247133739427336,0.10893000172483615,2.268738965520362,0.02328420454075427,0.2663628136757812,TE
L1MA8,23875.188061939567,0.2027482713759165,0.10282885620063645,1.9717059866961897,0.04864317983374366,0.32791797300328,TE
L1MA9,38300.031900913826,0.20383665464857398,0.10297412395389134,1.9794939429622707,0.04776042092736725,0.32615797029285354,TE
L1MB1,15012.67072685099,0.29309114629365773,0.12818066367709155,2.2865472676284715,0.022222262169171437,0.2625074098021456,TE
L1MB2,22308.2127685515,0.13301577275927703,0.07247554897185353,1.835319285555668,0.06645839519087691,0.36232139607899855,TE
L1MB3,41455.01309264505,0.1752998025141361,0.08003133868732834,2.1903894822877925,0.028496002154050747,0.2790403969610302,TE
L1MB4,22787.126965024734,0.1653782499034711,0.07301085041936121,2.265118800199808,0.023505390236283865,0.2673704864476049,TE
L1MB5,22111.36189498369,0.0842410467016344,0.07952029491122255,1.059365370760787,0.2894334142010175,0.6014663143416401,TE
L1MB7,64910.99419872196,0.18760672112582796,0.06576223077691425,2.852803484757805,0.004333541105066163,0.16931176490039082,TE
L1MB8,41528.39134556599,0.14175904695006405,0.07139763030386183,1.9854867219927388,0.047090345957470144,0.32463382623052645,TE
L1MC,13083.135013857873,0.173864475391781,0.07870129586429819,2.209169156395712,0.02716287736355075,0.2754275950955782,TE
L1MC1,34276.177507763416,0.23430387635204294,0.09707745117776982,2.413576721570304,0.01579680176086212,0.24184522836491545,TE
L1MC2,14259.590687678172,0.20949429123518634,0.08831233720415944,2.3721973380783687,0.017682643679095156,0.24805094010172032,TE
L1MC3,28867.185084218545,0.251795931168048,0.11093607128564284,2.269739033030233,0.023223421623156573,0.266179043416112,TE
L1MC4,56436.12103516694,0.14237047719849774,0.06331853927348259,2.248480126548365,0.024545590937369473,0.2694276469483645,TE
L1MC4a,24887.57410356382,0.16798274265344412,0.07486786569006408,2.243722872358275,0.024850237538106838,0.2694276469483645,TE
L1MC5,35602.81447427469,0.07861542937121412,0.06604254492652464,1.1903755292694638,0.23389882662540235,0.5522757348201701,TE
L1MC5a,35634.60244522178,0.13792311563732362,0.058040586169584615,2.3763218936889436,0.017486200910549306,0.24702745741594986,TE
L1MCa,21961.614882295828,0.25934097571412446,0.12824452417163387,2.022238199948716,0.04315174965056342,0.3164740724211041,TE
L1MCb,3804.129197424938,0.2867037688639162,0.11922592767233871,2.404709902126713,0.016185308327522706,0.24337103471660965,TE
L1MCc,4184.677293466985,0.18462185076630266,0.09964515759490516,1.8527930029160027,0.06391203352680003,0.3579320712801567,TE
L1MD,19181.03918378561,0.14830707544940258,0.0742246450815041,1.9980839960440435,0.04570755449645094,0.32223143648867336,TE
L1MD1,21504.59638443695,0.18894496594802096,0.09736756199085468,1.9405329874210855,0.05231494921913325,0.33599719833131586,TE
L1MD2,31477.825895405993,0.2008771942805401,0.08687840024074914,2.3121649768399095,0.020768593530108334,0.2586863130729208,TE
L1MD3,11647.87127376138,0.12401090322298533,0.08650754815957078,1.433526968007882,0.15170729768978,0.47287556440746525,TE
L1MDa,23902.898224854438,0.2217356248903774,0.11932589012668965,1.858235665830426,0.06313555524994918,0.3567558463743964,TE
L1MDb,1360.2931341262781,0.11982635575012353,0.11782364546800725,1.0169975243437879,0.3091546071207809,0.6175099679668138,TE
L1ME1,80428.68135675167,0.18423695888985817,0.07860506565314568,2.3438306088671936,0.01908683776424593,0.25283171364641016,TE
L1ME2,30244.624983214573,0.20240619313798716,0.07952729894076059,2.545115901506454,0.010924147246966153,0.21961707604791703,TE
L1ME2z,14243.260357615141,0.12519001395204826,0.07460424902853252,1.6780547432917545,0.09333641257535064,0.40037195298177314,TE
L1ME3,19730.388797392967,0.16021819020610115,0.07090591062729878,2.259588640617742,0.023846793260507277,0.26793443821748497,TE
L1ME3A,28741.029548988154,0.12614033591051002,0.06582566605661863,1.916278914701948,0.0553296032593122,0.3435737466068203,TE
L1ME3B,20386.472854090865,0.17178129049528504,0.07542039057579326,2.2776505025209923,0.022747408990507766,0.26413224234775984,TE
L1ME3C,6739.296228338557,0.19422295563935624,0.07664707767070589,2.53399035608095,0.011277183530293229,0.21961707604791703,TE
L1ME3Cz,27926.659520808946,0.14538500111456049,0.08016428588064246,1.8135881772966318,0.06974115196949525,0.3648314864176514,TE
L1ME3D,8026.04768024739,0.17350961019452504,0.07996181844673791,2.169905757084536,0.03001398611726164,0.28439294688829075,TE
L1ME3E,9592.608038137027,0.25624614747352054,0.09594185086710227,2.6708484895550977,0.007565978887481816,0.19563319279680375,TE
L1ME3F,12928.476321601851,0.16997368643421698,0.0843621226388045,2.0148104518654355,0.04392451349384555,0.31785145067160286,TE
L1ME3G,28537.457756367847,0.13945381986124047,0.06064793000972893,2.2993994986946755,0.021482264392401435,0.2599840868981106,TE
L1ME4a,60079.71844953089,0.10691946000227945,0.06357624008385908,1.6817518598339456,0.09261696719099943,0.39993328394944033,TE
