names,scores,logfoldchanges,pvals,pvals_adj,TE_subfamily,TE_family,TE_class
AluSc5,-1.8464179,-0.115393616,0.06483154700494692,0.5828518306350602,AluSc5,Alu,SINE
FRAM,-1.8691297,-0.14788155,0.06160477870006973,0.5659286450074202,FRAM,Unknown,Unknown
L1PA17,-1.875247,-0.12843746,0.06075874977143736,0.5629272201045992,L1PA17,LINE-1,LINE
MLT1O,-1.8999794,-0.20645325,0.057435822552482314,0.5367278590249209,MLT1O,LTR,LTR
MER44C,-1.9336387,-0.2065017,0.05315756401506542,0.5010678208028775,MER44C,LTR,LTR
Kanga1a,-1.9345384,-0.4126499,0.053046974807834144,0.5010678208028775,Kanga1a,Unknown,Unknown
MER102b,-1.9366697,-0.16607252,0.05278573050327121,0.5010678208028775,MER102b,LTR,LTR
MSTA-int,-1.9505376,-0.25532347,0.05111208021472498,0.5010678208028775,MSTA-int,Unknown,Unknown
HERVK-int,-2.0245826,-0.43092206,0.04291025156798855,0.43881804433678856,HERVK-int,Unknown,Unknown
LTR1D,-2.0531626,-0.6402979,0.040056822425085736,0.413539004845647,LTR1D,LTR,LTR
MER1B,-2.059958,-0.19774313,0.03940255598389107,0.41069587198594154,MER1B,LTR,LTR
Tigger4,-2.076497,-0.21171963,0.0378480071471892,0.3983227159956611,Tigger4,Unknown,Unknown
Charlie2a,-2.0873754,-0.20806953,0.03685421468304634,0.3955442447170518,Charlie2a,Unknown,Unknown
AluYe6,-2.1088276,-0.3171774,0.03495945978530344,0.3827884283562518,AluYe6,Alu,SINE
MLT1G3,-2.1155262,-0.26386458,0.03438511499124164,0.3803414760255708,MLT1G3,LTR,LTR
LOR1b,-2.1620154,-0.4578364,0.030616984409886867,0.3493559063191301,LOR1b,Unknown,Unknown
AluYm1,-2.185516,-0.1578107,0.02885102815753089,0.33628510239530623,AluYm1,Alu,SINE
L1PA12,-2.1860006,-0.23747548,0.028815569664706973,0.33628510239530623,L1PA12,LINE-1,LINE
MER61B,-2.238593,-0.54098594,0.025182399869358007,0.30330801620426756,MER61B,LTR,LTR
MamGypLTR1a,-2.2846394,-0.35298035,0.022333979259519004,0.2751140172422568,MamGypLTR1a,LTR,LTR
L1PA11,-2.2870061,-0.19913268,0.02219546738810293,0.2751140172422568,L1PA11,LINE-1,LINE
THE1C,-2.3493977,-0.20657572,0.018803815041439246,0.2516461173446931,THE1C,Unknown,Unknown
THE1D-int,-2.3687184,-0.3507224,0.017849833638431768,0.24186524580075047,THE1D-int,Unknown,Unknown
MER8,-2.3809948,-0.30317745,0.017265958890100862,0.23691518274518147,MER8,LTR,LTR
L1PA14,-2.4100451,-0.18070593,0.01595054157931317,0.2235708200208203,L1PA14,LINE-1,LINE
Charlie15a,-2.4106266,-0.23224057,0.015925145509392925,0.2235708200208203,Charlie15a,Unknown,Unknown
L1P3,-2.4835782,-0.19941388,0.013006980217451078,0.19824514432345883,L1P3,LINE-1,LINE
AluYg6,-2.4865398,-0.31517836,0.012899209812522447,0.19824514432345883,AluYg6,Alu,SINE
MLT1A,-2.6019115,-0.22338033,0.009270573812441027,0.1570203439482199,MLT1A,LTR,LTR
AluYc3,-2.6297996,-0.26551217,0.008543521912581542,0.14937383472965146,AluYc3,Alu,SINE
AluYj4,-2.663888,-0.19757183,0.007724329048475756,0.13726512604176588,AluYj4,Alu,SINE
MER102c,-2.6924264,-0.25061068,0.00709341945980693,0.12815444490717853,MER102c,LTR,LTR
L1PB1,-2.8157701,-0.16053659,0.004866048480019051,0.09590539186073911,L1PB1,LINE-1,LINE
MLT1A0,-2.8839328,-0.22274894,0.003927424295639023,0.08187169108601348,MLT1A0,LTR,LTR
MamGypsy2-I,-2.9600263,-0.35838103,0.0030761289277403876,0.06805150525858326,MamGypsy2-I,Unknown,Unknown
L1PA13,-3.0306249,-0.2485293,0.002440482037497732,0.05511421934682378,L1PA13,LINE-1,LINE
L1PB4,-3.056755,-0.2475352,0.0022374694059547175,0.05272645295771552,L1PB4,LINE-1,LINE
Harlequin-int,-3.0930302,-0.28748035,0.0019812391740635853,0.0477258503263317,Harlequin-int,Unknown,Unknown
Arthur1B,-3.2615345,-0.37089887,0.0011081097526054959,0.028599785043437083,Arthur1B,Unknown,Unknown
L1PA15,-3.4266615,-0.24417399,0.0006110501130788945,0.017579549286787753,L1PA15,LINE-1,LINE
L1PA6,-3.7893572,-0.19673951,0.0001510375845033962,0.0048154335765200436,L1PA6,LINE-1,LINE
MER30,-3.8755538,-0.27299157,0.00010638244868789947,0.0035586150041359505,MER30,LTR,LTR
L4_B_Mam,-3.9739852,-0.35323146,7.067996148090889e-05,0.0024715186530743626,L4_B_Mam,Unknown,Unknown
L1PB2,-4.0733576,-0.33964193,4.634017916468052e-05,0.0017836448269487799,L1PB2,LINE-1,LINE
MLT1K,-4.2704,-0.2774328,1.9512248503642193e-05,0.0008460510951179255,MLT1K,LTR,LTR
MamTip1,-4.3925953,-0.7124231,1.1200558007091139e-05,0.0005058918699869498,MamTip1,Unknown,Unknown
L1PA7,-4.4411325,-0.18325354,8.948660552944099e-06,0.0004217542625822349,L1PA7,LINE-1,LINE
AluY,-4.5256963,-0.041872844,6.019702291802447e-06,0.00031073129925304055,AluY,Alu,SINE
MER101,-5.3153195,-0.9833357,1.0647022051448436e-07,6.789042296335356e-06,MER101,LTR,LTR
L1PA2,-5.3896136,-0.3286966,7.060926497069593e-08,5.102696215215626e-06,L1PA2,LINE-1,LINE
L1PA8,-5.499297,-0.37130025,3.813080290121647e-08,2.952413596065618e-06,L1PA8,LINE-1,LINE
L1P1,-5.641851,-0.4002464,1.6823166802734316e-08,1.5196927345136668e-06,L1P1,LINE-1,LINE
L1MCa,-5.826714,-0.36168638,5.65292890268748e-09,5.570704482284754e-07,L1MCa,LINE-1,LINE
L1HS,-5.8280706,-0.45670676,5.6071870434366885e-09,5.570704482284754e-07,L1HS,LINE-1,LINE
L1PA5,-6.2834263,-0.25187945,3.3119145704333385e-10,4.487644242937174e-08,L1PA5,LINE-1,LINE
L1PA3,-6.607771,-0.28426388,3.901502561434102e-11,8.458457553189133e-09,L1PA3,LINE-1,LINE
L1PA4,-7.690377,-0.30821046,1.4670209469434107e-14,5.3008356882888575e-12,L1PA4,LINE-1,LINE
L1P2,-7.75126,-0.57424456,9.098521683547591e-15,4.9313987524827946e-12,L1P2,LINE-1,LINE
L1PA8A,-7.773169,-0.59567255,7.654653940621315e-15,4.9313987524827946e-12,L1PA8A,LINE-1,LINE
